PM2.5 AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,AQI Category Numerical,AQI Category
51,1,34,2,1,Moderate
26,1,24,1,0,Good
69,2,11,18,1,Moderate
39,1,39,1,0,Good
49,1,31,3,0,Good
42,1,42,0,0,Good
57,0,22,0,1,Moderate
26,1,26,5,0,Good
29,1,29,3,0,Good
142,2,142,3,5,Unhealthy for Sensitive Groups
62,1,37,1,1,Moderate
113,2,113,3,5,Unhealthy for Sensitive Groups
19,1,2,2,0,Good
26,0,26,0,0,Good
37,1,19,2,0,Good
59,2,20,14,1,Moderate
66,2,66,6,1,Moderate
32,1,32,1,0,Good
125,4,85,6,5,Unhealthy for Sensitive Groups
65,2,65,1,1,Moderate
49,1,41,0,0,Good
53,0,22,0,1,Moderate
192,1,37,0,2,Unhealthy
76,2,76,1,1,Moderate
98,1,97,0,1,Moderate
130,2,16,6,5,Unhealthy for Sensitive Groups
72,1,36,1,1,Moderate
42,1,35,0,0,Good
35,1,35,0,0,Good
37,1,33,2,0,Good
67,1,21,0,1,Moderate
166,1,58,1,2,Unhealthy
50,1,26,9,0,Good
64,1,25,0,1,Moderate
37,1,37,3,0,Good
52,1,35,0,1,Moderate
443,1,39,0,4,Hazardous
67,1,23,0,1,Moderate
53,1,37,1,1,Moderate
67,1,18,1,1,Moderate
69,1,31,4,1,Moderate
60,1,39,0,1,Moderate
35,1,35,0,0,Good
53,1,37,4,1,Moderate
162,3,162,0,2,Unhealthy
64,1,35,4,1,Moderate
128,3,85,1,5,Unhealthy for Sensitive Groups
169,1,47,0,2,Unhealthy
53,2,25,12,1,Moderate
59,1,30,1,1,Moderate
62,2,9,3,1,Moderate
111,3,7,33,5,Unhealthy for Sensitive Groups
157,3,157,3,2,Unhealthy
28,1,28,3,0,Good
50,2,32,8,0,Good
26,1,16,0,0,Good
91,1,31,3,1,Moderate
38,1,35,3,0,Good
38,1,10,3,0,Good
34,1,33,2,0,Good
32,0,32,1,0,Good
31,0,17,2,0,Good
40,1,40,0,0,Good
50,1,26,5,0,Good
103,3,93,1,5,Unhealthy for Sensitive Groups
49,1,19,2,0,Good
22,0,22,0,0,Good
66,1,44,0,1,Moderate
79,0,22,0,1,Moderate
164,1,38,0,2,Unhealthy
65,1,24,5,1,Moderate
133,0,27,0,5,Unhealthy for Sensitive Groups
108,3,0,6,5,Unhealthy for Sensitive Groups
35,1,30,6,0,Good
41,1,28,0,0,Good
76,1,29,1,1,Moderate
53,2,28,7,1,Moderate
60,1,36,2,1,Moderate
94,1,49,1,1,Moderate
32,1,26,5,0,Good
50,1,18,1,0,Good
48,2,16,0,0,Good
56,2,56,0,1,Moderate
65,2,19,15,1,Moderate
160,4,147,3,2,Unhealthy
32,1,27,0,0,Good
59,1,25,4,1,Moderate
33,0,33,1,0,Good
100,2,20,9,5,Unhealthy for Sensitive Groups
58,1,21,0,1,Moderate
45,1,10,5,0,Good
63,2,21,4,1,Moderate
67,0,22,0,1,Moderate
51,1,32,1,1,Moderate
74,1,45,7,1,Moderate
39,0,26,0,0,Good
128,3,128,2,5,Unhealthy for Sensitive Groups
73,0,25,0,1,Moderate
74,2,15,18,1,Moderate
184,1,97,1,2,Unhealthy
183,9,26,31,2,Unhealthy
37,1,37,1,0,Good
44,1,44,0,0,Good
45,1,42,1,0,Good
58,1,24,6,1,Moderate
55,1,36,2,1,Moderate
31,1,29,3,0,Good
85,3,85,0,1,Moderate
108,1,31,0,5,Unhealthy for Sensitive Groups
40,1,30,0,0,Good
116,1,81,0,5,Unhealthy for Sensitive Groups
59,1,19,0,1,Moderate
33,1,33,0,0,Good
47,1,37,1,0,Good
45,1,11,2,0,Good
164,5,1,21,2,Unhealthy
118,1,42,1,5,Unhealthy for Sensitive Groups
56,1,35,1,1,Moderate
50,1,35,0,0,Good
69,1,49,2,1,Moderate
45,1,18,5,0,Good
37,1,37,1,0,Good
35,1,31,5,0,Good
144,1,36,1,5,Unhealthy for Sensitive Groups
43,1,40,0,0,Good
60,2,30,7,1,Moderate
155,1,31,0,2,Unhealthy
170,7,0,21,2,Unhealthy
135,2,62,1,5,Unhealthy for Sensitive Groups
38,0,14,0,0,Good
52,1,41,3,1,Moderate
21,0,12,1,0,Good
71,1,30,1,1,Moderate
69,2,8,19,1,Moderate
22,0,22,0,0,Good
56,1,26,0,1,Moderate
67,1,60,0,1,Moderate
54,1,21,0,1,Moderate
35,1,33,1,0,Good
23,0,23,0,0,Good
41,1,41,0,0,Good
22,0,16,0,0,Good
52,1,20,2,1,Moderate
63,1,63,0,1,Moderate
38,1,37,0,0,Good
43,1,43,1,0,Good
129,0,29,0,5,Unhealthy for Sensitive Groups
44,1,21,0,0,Good
160,5,33,12,2,Unhealthy
41,1,40,0,0,Good
50,1,37,1,0,Good
70,1,35,5,1,Moderate
41,1,33,2,0,Good
170,5,48,17,2,Unhealthy
174,4,52,5,2,Unhealthy
193,1,39,1,2,Unhealthy
125,3,10,23,5,Unhealthy for Sensitive Groups
126,1,33,0,5,Unhealthy for Sensitive Groups
85,2,25,20,1,Moderate
38,1,38,0,0,Good
80,1,26,0,1,Moderate
55,1,46,0,1,Moderate
119,1,119,2,5,Unhealthy for Sensitive Groups
104,2,35,13,5,Unhealthy for Sensitive Groups
163,3,72,2,2,Unhealthy
158,1,31,3,2,Unhealthy
58,1,33,4,1,Moderate
74,1,46,0,1,Moderate
45,1,26,0,0,Good
45,1,45,0,0,Good
71,1,47,0,1,Moderate
108,2,21,6,5,Unhealthy for Sensitive Groups
110,0,28,0,5,Unhealthy for Sensitive Groups
167,6,2,39,2,Unhealthy
125,3,38,6,5,Unhealthy for Sensitive Groups
91,3,34,2,1,Moderate
9,0,9,0,0,Good
29,0,20,0,0,Good
201,8,11,19,3,Very Unhealthy
26,0,25,0,0,Good
36,1,36,0,0,Good
75,2,38,0,1,Moderate
72,3,6,18,1,Moderate
52,1,5,0,1,Moderate
65,1,65,0,1,Moderate
53,1,44,0,1,Moderate
64,1,42,0,1,Moderate
29,1,25,0,0,Good
181,6,38,14,2,Unhealthy
67,1,30,6,1,Moderate
58,1,32,3,1,Moderate
82,1,50,0,1,Moderate
56,1,52,0,1,Moderate
151,5,19,10,2,Unhealthy
158,4,53,4,2,Unhealthy
36,1,36,0,0,Good
168,6,8,18,2,Unhealthy
186,2,47,3,2,Unhealthy
58,1,20,1,1,Moderate
90,1,21,0,1,Moderate
134,3,17,9,5,Unhealthy for Sensitive Groups
52,1,41,2,1,Moderate
24,0,24,0,0,Good
19,0,19,0,0,Good
54,1,43,0,1,Moderate
180,7,7,16,2,Unhealthy
176,2,42,3,2,Unhealthy
46,1,46,1,0,Good
89,2,19,22,1,Moderate
50,1,37,1,0,Good
97,1,43,0,1,Moderate
83,1,21,3,1,Moderate
136,1,30,3,5,Unhealthy for Sensitive Groups
64,1,63,0,1,Moderate
172,4,67,7,2,Unhealthy
159,4,19,12,2,Unhealthy
173,4,76,8,2,Unhealthy
79,2,45,0,1,Moderate
27,0,26,0,0,Good
62,1,40,1,1,Moderate
43,1,34,3,0,Good
56,1,18,0,1,Moderate
37,1,28,2,0,Good
65,1,60,0,1,Moderate
46,1,46,0,0,Good
57,2,23,5,1,Moderate
105,0,25,0,5,Unhealthy for Sensitive Groups
49,1,14,5,0,Good
46,1,27,0,0,Good
53,1,41,0,1,Moderate
57,1,23,0,1,Moderate
69,1,26,3,1,Moderate
114,1,38,0,5,Unhealthy for Sensitive Groups
40,1,5,1,0,Good
50,0,12,0,0,Good
45,1,35,2,0,Good
47,1,27,1,0,Good
52,1,20,0,1,Moderate
50,1,17,0,0,Good
50,1,39,0,0,Good
38,1,38,0,0,Good
82,1,44,0,1,Moderate
58,1,31,2,1,Moderate
51,1,24,2,1,Moderate
57,1,37,1,1,Moderate
56,1,21,6,1,Moderate
41,1,41,0,0,Good
50,1,27,1,0,Good
32,1,32,4,0,Good
174,5,167,4,2,Unhealthy
158,1,57,1,2,Unhealthy
66,1,38,4,1,Moderate
56,1,12,4,1,Moderate
53,1,19,8,1,Moderate
66,1,37,2,1,Moderate
57,1,23,2,1,Moderate
30,1,30,2,0,Good
104,3,0,13,5,Unhealthy for Sensitive Groups
35,1,35,0,0,Good
84,0,44,0,1,Moderate
57,1,31,1,1,Moderate
170,4,170,5,2,Unhealthy
44,1,44,1,0,Good
182,10,16,14,2,Unhealthy
134,4,23,3,5,Unhealthy for Sensitive Groups
45,1,26,4,0,Good
33,1,31,7,0,Good
65,1,27,3,1,Moderate
34,0,32,4,0,Good
134,4,11,13,5,Unhealthy for Sensitive Groups
51,1,25,7,1,Moderate
93,3,13,39,1,Moderate
82,2,13,9,1,Moderate
61,1,19,7,1,Moderate
58,1,9,4,1,Moderate
31,1,14,1,0,Good
91,1,63,1,1,Moderate
46,1,36,0,0,Good
87,1,27,3,1,Moderate
55,1,19,3,1,Moderate
58,2,18,17,1,Moderate
42,1,41,2,0,Good
34,0,26,0,0,Good
47,0,30,0,0,Good
35,1,9,3,0,Good
68,1,18,1,1,Moderate
33,0,33,0,0,Good
138,3,47,3,5,Unhealthy for Sensitive Groups
55,2,1,2,1,Moderate
36,1,12,0,0,Good
70,1,6,5,1,Moderate
83,2,5,23,1,Moderate
39,1,21,0,0,Good
30,1,16,0,0,Good
65,1,23,3,1,Moderate
78,2,4,16,1,Moderate
104,1,34,5,5,Unhealthy for Sensitive Groups
47,1,33,0,0,Good
51,1,31,1,1,Moderate
48,1,45,1,0,Good
37,1,35,1,0,Good
95,1,33,1,1,Moderate
35,0,31,1,0,Good
45,1,39,1,0,Good
66,1,30,1,1,Moderate
50,1,39,0,0,Good
127,0,27,0,5,Unhealthy for Sensitive Groups
52,1,36,0,1,Moderate
37,1,31,0,0,Good
105,1,37,4,5,Unhealthy for Sensitive Groups
45,1,23,0,0,Good
86,1,24,0,1,Moderate
91,3,8,25,1,Moderate
71,2,13,24,1,Moderate
62,2,24,19,1,Moderate
30,1,27,5,0,Good
177,6,89,7,2,Unhealthy
93,3,2,8,1,Moderate
173,4,154,1,2,Unhealthy
45,1,33,1,0,Good
134,3,4,15,5,Unhealthy for Sensitive Groups
34,0,34,0,0,Good
36,0,33,1,0,Good
15,1,5,1,0,Good
68,2,6,3,1,Moderate
41,1,17,3,0,Good
93,3,0,8,1,Moderate
83,2,83,1,1,Moderate
14,0,12,1,0,Good
44,1,34,4,0,Good
69,1,38,0,1,Moderate
39,2,7,0,0,Good
40,1,40,0,0,Good
36,1,36,0,0,Good
63,1,18,7,1,Moderate
32,1,7,2,0,Good
43,1,43,1,0,Good
31,1,13,1,0,Good
12,1,12,0,0,Good
321,5,6,21,4,Hazardous
101,1,28,0,5,Unhealthy for Sensitive Groups
48,1,21,6,0,Good
180,3,180,3,2,Unhealthy
38,1,10,1,0,Good
42,1,27,3,0,Good
81,1,16,0,1,Moderate
104,7,12,3,5,Unhealthy for Sensitive Groups
27,0,27,0,0,Good
23,0,23,0,0,Good
227,1,44,0,3,Very Unhealthy
95,0,27,0,1,Moderate
192,2,137,1,2,Unhealthy
173,1,61,2,2,Unhealthy
44,1,44,1,0,Good
64,2,27,0,1,Moderate
55,1,28,3,1,Moderate
49,1,32,2,0,Good
81,0,26,0,1,Moderate
45,1,45,1,0,Good
38,2,15,2,0,Good
76,1,56,0,1,Moderate
40,1,40,0,0,Good
62,2,20,1,1,Moderate
66,0,25,0,1,Moderate
35,1,27,1,0,Good
37,1,29,4,0,Good
55,1,26,2,1,Moderate
45,1,45,1,0,Good
57,1,57,0,1,Moderate
57,2,32,0,1,Moderate
126,3,60,10,5,Unhealthy for Sensitive Groups
88,3,1,10,1,Moderate
16,0,12,0,0,Good
66,1,45,0,1,Moderate
28,1,28,2,0,Good
28,1,28,1,0,Good
114,4,4,13,5,Unhealthy for Sensitive Groups
48,1,39,1,0,Good
31,1,31,0,0,Good
18,0,16,0,0,Good
55,1,21,3,1,Moderate
150,5,0,10,2,Unhealthy
37,1,32,3,0,Good
27,1,27,2,0,Good
32,0,22,0,0,Good
78,1,25,1,1,Moderate
45,1,45,1,0,Good
51,1,18,2,1,Moderate
53,1,40,0,1,Moderate
44,0,21,0,0,Good
82,1,33,0,1,Moderate
78,1,48,4,1,Moderate
65,0,25,0,1,Moderate
61,1,35,1,1,Moderate
95,1,25,2,1,Moderate
35,0,34,1,0,Good
38,1,20,1,0,Good
44,0,28,0,0,Good
73,2,7,6,1,Moderate
37,0,34,1,0,Good
111,4,29,1,5,Unhealthy for Sensitive Groups
51,1,11,5,1,Moderate
29,0,19,0,0,Good
25,0,14,1,0,Good
53,1,29,8,1,Moderate
87,3,1,8,1,Moderate
42,1,21,5,0,Good
50,1,40,4,0,Good
55,1,16,15,1,Moderate
60,3,24,0,1,Moderate
79,1,32,4,1,Moderate
28,1,28,0,0,Good
123,1,26,0,5,Unhealthy for Sensitive Groups
75,3,7,19,1,Moderate
70,1,32,9,1,Moderate
54,2,25,8,1,Moderate
32,1,20,6,0,Good
45,1,34,5,0,Good
91,1,33,3,1,Moderate
37,1,26,2,0,Good
31,1,31,2,0,Good
50,1,13,7,0,Good
38,1,24,3,0,Good
166,0,32,0,2,Unhealthy
120,1,35,0,5,Unhealthy for Sensitive Groups
47,1,11,0,0,Good
51,1,32,1,1,Moderate
198,3,91,3,2,Unhealthy
18,0,18,0,0,Good
73,1,42,0,1,Moderate
28,1,22,5,0,Good
46,1,17,0,0,Good
48,1,48,1,0,Good
52,1,29,7,1,Moderate
54,1,34,3,1,Moderate
59,1,37,3,1,Moderate
58,1,32,3,1,Moderate
160,2,16,5,2,Unhealthy
70,1,39,0,1,Moderate
65,2,15,4,1,Moderate
54,0,17,0,1,Moderate
73,2,13,19,1,Moderate
35,1,11,2,0,Good
197,2,107,1,2,Unhealthy
26,1,26,2,0,Good
81,0,28,0,1,Moderate
36,1,19,9,0,Good
167,1,39,0,2,Unhealthy
157,1,46,0,2,Unhealthy
40,0,34,0,0,Good
94,3,10,22,1,Moderate
48,1,26,3,0,Good
74,3,31,0,1,Moderate
54,1,30,1,1,Moderate
38,1,26,3,0,Good
169,9,5,7,2,Unhealthy
500,1,50,3,4,Hazardous
30,0,25,2,0,Good
54,1,31,5,1,Moderate
135,1,28,3,5,Unhealthy for Sensitive Groups
98,5,18,3,1,Moderate
84,2,25,10,1,Moderate
48,1,25,11,0,Good
38,1,18,6,0,Good
204,1,42,1,3,Very Unhealthy
52,1,27,0,1,Moderate
32,1,32,1,0,Good
52,1,52,2,1,Moderate
182,0,32,0,2,Unhealthy
77,2,23,8,1,Moderate
42,1,21,8,0,Good
32,1,17,10,0,Good
31,0,30,2,0,Good
41,1,41,0,0,Good
64,2,7,10,1,Moderate
41,0,40,0,0,Good
75,2,14,19,1,Moderate
33,1,12,8,0,Good
151,1,35,0,2,Unhealthy
71,1,32,1,1,Moderate
48,1,34,5,0,Good
33,0,33,1,0,Good
10,0,2,1,0,Good
25,0,4,2,0,Good
36,1,23,3,0,Good
31,1,23,4,0,Good
80,1,17,11,1,Moderate
153,1,97,0,2,Unhealthy
29,1,29,1,0,Good
60,2,43,0,1,Moderate
166,6,20,22,2,Unhealthy
57,1,27,10,1,Moderate
48,1,2,3,0,Good
26,0,26,0,0,Good
62,1,42,0,1,Moderate
37,1,27,3,0,Good
176,0,30,0,2,Unhealthy
81,0,27,0,1,Moderate
70,2,32,1,1,Moderate
65,1,20,0,1,Moderate
41,1,22,5,0,Good
65,1,23,0,1,Moderate
84,3,41,2,1,Moderate
189,3,189,7,2,Unhealthy
41,1,15,3,0,Good
79,1,33,1,1,Moderate
68,1,16,4,1,Moderate
172,4,172,2,2,Unhealthy
51,1,21,2,1,Moderate
30,0,25,0,0,Good
67,2,11,6,1,Moderate
70,1,42,4,1,Moderate
82,2,56,2,1,Moderate
155,2,78,2,2,Unhealthy
38,1,37,1,0,Good
158,1,38,0,2,Unhealthy
150,1,40,0,2,Unhealthy
48,1,10,0,0,Good
38,1,23,3,0,Good
37,1,37,1,0,Good
37,1,37,4,0,Good
59,1,45,4,1,Moderate
61,0,32,1,1,Moderate
57,0,30,0,1,Moderate
73,1,43,4,1,Moderate
36,1,27,1,0,Good
84,2,80,3,1,Moderate
171,4,171,3,2,Unhealthy
195,3,195,2,2,Unhealthy
43,1,43,0,0,Good
57,1,27,0,1,Moderate
61,0,33,0,1,Moderate
41,1,41,0,0,Good
149,3,128,15,5,Unhealthy for Sensitive Groups
44,1,43,2,0,Good
140,3,140,3,5,Unhealthy for Sensitive Groups
31,1,30,0,0,Good
33,1,32,0,0,Good
72,1,35,1,1,Moderate
39,1,39,3,0,Good
32,0,28,1,0,Good
53,1,24,12,1,Moderate
184,9,39,24,2,Unhealthy
45,1,45,1,0,Good
76,0,23,0,1,Moderate
31,0,28,0,0,Good
38,1,23,3,0,Good
58,2,47,0,1,Moderate
95,0,24,0,1,Moderate
41,1,41,0,0,Good
38,1,30,4,0,Good
34,1,34,2,0,Good
32,1,32,2,0,Good
31,0,31,0,0,Good
35,1,35,4,0,Good
61,2,40,6,1,Moderate
35,0,22,0,0,Good
57,1,44,5,1,Moderate
99,1,23,1,1,Moderate
46,1,16,5,0,Good
72,1,28,3,1,Moderate
74,1,17,2,1,Moderate
32,0,32,0,0,Good
54,1,23,0,1,Moderate
41,1,37,0,0,Good
55,1,39,0,1,Moderate
82,2,9,30,1,Moderate
36,1,32,3,0,Good
57,1,26,1,1,Moderate
48,2,35,3,0,Good
58,2,1,5,1,Moderate
167,2,99,2,2,Unhealthy
36,0,36,0,0,Good
68,2,9,9,1,Moderate
33,0,16,0,0,Good
54,1,24,1,1,Moderate
244,2,120,1,3,Very Unhealthy
53,2,24,1,1,Moderate
47,1,33,0,0,Good
56,0,32,1,1,Moderate
65,1,43,4,1,Moderate
69,1,11,10,1,Moderate
185,7,24,13,2,Unhealthy
49,1,49,1,0,Good
39,1,26,3,0,Good
158,2,68,1,2,Unhealthy
77,1,39,0,1,Moderate
67,0,28,0,1,Moderate
146,2,21,0,5,Unhealthy for Sensitive Groups
81,1,21,1,1,Moderate
32,0,32,0,0,Good
47,1,47,1,0,Good
120,1,34,1,5,Unhealthy for Sensitive Groups
53,2,42,5,1,Moderate
52,1,45,0,1,Moderate
24,1,24,0,0,Good
91,2,29,1,1,Moderate
40,1,40,2,0,Good
181,2,119,2,2,Unhealthy
48,2,48,3,0,Good
41,1,41,2,0,Good
224,2,141,1,3,Very Unhealthy
55,1,31,1,1,Moderate
172,1,43,0,2,Unhealthy
156,3,156,2,2,Unhealthy
59,3,15,0,1,Moderate
154,1,35,0,2,Unhealthy
58,2,24,7,1,Moderate
99,3,4,14,1,Moderate
33,1,25,2,0,Good
82,2,48,3,1,Moderate
84,2,31,0,1,Moderate
55,2,12,0,1,Moderate
150,1,44,0,2,Unhealthy
70,1,43,0,1,Moderate
69,1,42,4,1,Moderate
30,1,30,3,0,Good
46,1,14,0,0,Good
30,0,28,1,0,Good
53,1,41,0,1,Moderate
63,1,47,3,1,Moderate
34,0,16,0,0,Good
44,1,44,0,0,Good
65,1,25,0,1,Moderate
29,1,29,0,0,Good
135,4,5,31,5,Unhealthy for Sensitive Groups
46,2,24,12,0,Good
51,0,26,0,1,Moderate
60,1,42,6,1,Moderate
97,3,2,29,1,Moderate
46,1,15,3,0,Good
32,0,22,0,0,Good
38,0,20,0,0,Good
44,1,43,2,0,Good
34,0,15,0,0,Good
29,0,29,1,0,Good
65,1,19,1,1,Moderate
72,1,32,2,1,Moderate
27,0,27,2,0,Good
30,0,30,3,0,Good
83,1,41,0,1,Moderate
151,1,41,0,2,Unhealthy
39,1,34,0,0,Good
28,0,12,2,0,Good
32,0,19,0,0,Good
57,1,42,5,1,Moderate
35,1,15,0,0,Good
53,1,32,2,1,Moderate
35,1,32,3,0,Good
60,2,12,18,1,Moderate
79,2,10,7,1,Moderate
58,1,50,2,1,Moderate
53,1,20,0,1,Moderate
28,1,28,3,0,Good
160,4,7,14,2,Unhealthy
34,1,25,3,0,Good
93,1,33,5,1,Moderate
54,0,22,0,1,Moderate
111,1,29,2,5,Unhealthy for Sensitive Groups
85,1,39,1,1,Moderate
55,1,21,0,1,Moderate
61,2,20,1,1,Moderate
61,1,27,3,1,Moderate
28,1,28,2,0,Good
43,1,30,4,0,Good
164,0,29,0,2,Unhealthy
67,1,37,1,1,Moderate
54,2,20,7,1,Moderate
46,1,27,2,0,Good
67,1,24,3,1,Moderate
148,3,9,13,5,Unhealthy for Sensitive Groups
43,1,29,1,0,Good
73,1,48,4,1,Moderate
24,1,24,0,0,Good
79,3,11,0,1,Moderate
46,1,39,0,0,Good
49,1,45,1,0,Good
59,1,27,1,1,Moderate
34,1,34,1,0,Good
56,1,40,0,1,Moderate
34,0,34,1,0,Good
33,1,33,0,0,Good
65,1,42,0,1,Moderate
75,1,40,0,1,Moderate
40,1,26,2,0,Good
47,1,38,1,0,Good
38,1,38,1,0,Good
37,1,37,0,0,Good
29,1,20,2,0,Good
58,1,42,4,1,Moderate
62,2,9,3,1,Moderate
63,1,35,1,1,Moderate
44,1,44,0,0,Good
38,0,32,1,0,Good
49,1,8,5,0,Good
27,1,6,0,0,Good
45,1,32,6,0,Good
21,0,21,0,0,Good
30,1,20,1,0,Good
25,1,6,14,0,Good
37,1,37,1,0,Good
19,1,15,0,0,Good
55,0,31,0,1,Moderate
40,1,32,2,0,Good
51,1,47,4,1,Moderate
38,1,29,8,0,Good
47,1,6,7,0,Good
39,1,25,0,0,Good
59,2,2,6,1,Moderate
53,1,29,3,1,Moderate
66,1,14,5,1,Moderate
97,1,68,2,1,Moderate
95,1,29,2,1,Moderate
167,1,38,0,2,Unhealthy
36,1,36,0,0,Good
26,1,18,0,0,Good
41,1,34,1,0,Good
34,0,33,0,0,Good
60,1,31,1,1,Moderate
29,1,29,1,0,Good
15,0,15,0,0,Good
70,2,14,3,1,Moderate
159,0,24,0,2,Unhealthy
274,16,8,19,3,Very Unhealthy
34,1,34,0,0,Good
62,1,21,2,1,Moderate
48,1,23,4,0,Good
67,2,48,1,1,Moderate
36,1,36,1,0,Good
120,2,28,10,5,Unhealthy for Sensitive Groups
35,1,30,0,0,Good
53,1,24,0,1,Moderate
57,1,30,2,1,Moderate
63,1,23,1,1,Moderate
41,1,21,3,0,Good
51,1,42,1,1,Moderate
187,1,86,1,2,Unhealthy
31,0,10,1,0,Good
47,1,26,0,0,Good
48,1,23,4,0,Good
57,2,17,15,1,Moderate
43,1,24,5,0,Good
46,1,29,2,0,Good
39,0,34,1,0,Good
43,1,43,4,0,Good
50,1,29,4,0,Good
53,1,27,4,1,Moderate
50,1,25,5,0,Good
60,1,41,0,1,Moderate
33,1,33,1,0,Good
51,1,45,2,1,Moderate
71,0,39,0,1,Moderate
32,0,16,1,0,Good
152,1,38,0,2,Unhealthy
40,1,40,1,0,Good
41,1,15,2,0,Good
28,1,4,0,0,Good
89,0,27,0,1,Moderate
90,0,24,0,1,Moderate
57,1,49,4,1,Moderate
56,1,47,1,1,Moderate
82,2,19,2,1,Moderate
44,1,16,3,0,Good
76,2,24,1,1,Moderate
248,2,149,1,3,Very Unhealthy
119,1,57,1,5,Unhealthy for Sensitive Groups
56,0,18,0,1,Moderate
46,1,21,2,0,Good
59,1,19,7,1,Moderate
43,1,43,0,0,Good
472,1,46,0,4,Hazardous
30,0,30,1,0,Good
155,1,43,0,2,Unhealthy
32,1,30,3,0,Good
51,1,36,5,1,Moderate
39,0,39,0,0,Good
162,5,17,15,2,Unhealthy
151,2,81,0,2,Unhealthy
39,1,29,4,0,Good
76,2,5,14,1,Moderate
62,2,11,9,1,Moderate
17,0,17,0,0,Good
158,1,43,0,2,Unhealthy
124,1,58,2,5,Unhealthy for Sensitive Groups
83,2,41,11,1,Moderate
34,1,13,0,0,Good
41,1,41,1,0,Good
37,1,24,3,0,Good
41,1,41,0,0,Good
500,1,74,1,4,Hazardous
58,1,11,1,1,Moderate
500,1,52,1,4,Hazardous
56,0,32,0,1,Moderate
68,1,26,1,1,Moderate
28,1,16,2,0,Good
15,0,13,0,0,Good
54,1,6,3,1,Moderate
16,1,3,0,0,Good
43,0,43,0,0,Good
115,1,41,0,5,Unhealthy for Sensitive Groups
65,1,32,2,1,Moderate
48,1,48,2,0,Good
37,1,29,3,0,Good
33,0,33,1,0,Good
134,3,134,1,5,Unhealthy for Sensitive Groups
47,1,20,0,0,Good
40,1,40,1,0,Good
96,0,19,0,1,Moderate
31,0,27,0,0,Good
39,0,34,1,0,Good
50,0,23,0,0,Good
116,4,7,46,5,Unhealthy for Sensitive Groups
40,1,40,0,0,Good
54,1,30,3,1,Moderate
46,1,46,1,0,Good
40,1,40,1,0,Good
163,0,23,0,2,Unhealthy
55,1,30,1,1,Moderate
34,1,27,3,0,Good
40,1,23,3,0,Good
60,1,30,2,1,Moderate
100,2,18,2,5,Unhealthy for Sensitive Groups
54,1,35,4,1,Moderate
57,1,57,1,1,Moderate
21,1,10,1,0,Good
57,2,18,0,1,Moderate
47,0,24,0,0,Good
35,1,20,6,0,Good
21,0,21,0,0,Good
63,1,26,0,1,Moderate
329,20,2,18,4,Hazardous
38,0,28,2,0,Good
37,1,37,0,0,Good
52,1,15,5,1,Moderate
50,4,32,0,0,Good
64,1,30,4,1,Moderate
186,3,179,2,2,Unhealthy
90,1,27,1,1,Moderate
146,3,72,1,5,Unhealthy for Sensitive Groups
146,0,34,0,5,Unhealthy for Sensitive Groups
24,0,24,2,0,Good
66,1,24,15,1,Moderate
157,1,37,0,2,Unhealthy
39,1,25,1,0,Good
47,1,1,4,0,Good
35,1,35,2,0,Good
31,1,6,2,0,Good
31,0,30,1,0,Good
53,1,40,4,1,Moderate
109,1,15,1,5,Unhealthy for Sensitive Groups
32,1,24,3,0,Good
51,1,33,5,1,Moderate
29,1,29,0,0,Good
64,1,40,3,1,Moderate
81,2,20,14,1,Moderate
30,1,28,2,0,Good
60,1,21,5,1,Moderate
55,2,9,0,1,Moderate
66,1,19,1,1,Moderate
35,1,24,3,0,Good
48,1,16,2,0,Good
63,2,7,3,1,Moderate
56,1,43,0,1,Moderate
60,1,40,3,1,Moderate
56,1,24,2,1,Moderate
31,1,24,1,0,Good
94,3,4,14,1,Moderate
65,2,19,3,1,Moderate
47,1,16,10,0,Good
472,1,64,2,4,Hazardous
36,1,30,1,0,Good
43,1,37,3,0,Good
61,2,20,0,1,Moderate
21,0,21,0,0,Good
20,1,10,1,0,Good
25,0,10,1,0,Good
43,1,1,0,0,Good
21,1,15,1,0,Good
59,1,9,4,1,Moderate
143,5,1,8,5,Unhealthy for Sensitive Groups
53,1,31,1,1,Moderate
161,1,52,0,2,Unhealthy
67,2,26,11,1,Moderate
240,6,156,9,3,Very Unhealthy
48,1,48,3,0,Good
31,1,31,1,0,Good
82,1,46,0,1,Moderate
154,1,38,0,2,Unhealthy
25,1,11,0,0,Good
500,1,40,1,4,Hazardous
50,1,40,4,0,Good
52,2,5,1,1,Moderate
34,0,30,1,0,Good
31,0,31,1,0,Good
73,1,17,7,1,Moderate
34,1,20,3,0,Good
162,1,39,0,2,Unhealthy
21,0,14,0,0,Good
72,2,23,8,1,Moderate
46,1,46,0,0,Good
78,2,43,2,1,Moderate
175,1,39,0,2,Unhealthy
156,4,156,8,2,Unhealthy
43,1,43,0,0,Good
26,1,26,3,0,Good
92,1,22,0,1,Moderate
56,1,6,4,1,Moderate
28,0,15,0,0,Good
68,1,37,4,1,Moderate
28,0,19,0,0,Good
128,1,30,0,5,Unhealthy for Sensitive Groups
21,0,21,0,0,Good
50,1,14,7,0,Good
53,1,11,3,1,Moderate
83,2,67,1,1,Moderate
383,3,165,2,4,Hazardous
50,1,16,5,0,Good
57,2,4,6,1,Moderate
47,1,47,1,0,Good
31,0,31,1,0,Good
145,5,125,9,5,Unhealthy for Sensitive Groups
